node 0,node 1,node 2,node 3,node 4,node 5,node 6,node 7,node 8,node 9,node 10,node 11,node 12,node 13,node 14,node 15,node 16
3.823242,3.777344,3.7890620000000004,3.9941410000000004,3.814453,4.305664,4.348633,4.224609,4.143555,4.270508,4.085938,4.289062,4.162109,3.932617,4.328125,4.319336,3.8203120000000004
4.345703,4.273438,4.326172,4.360352,4.333984,3.8984379999999996,3.826172,4.133789,4.236328,4.024414,4.344727,3.9375,4.170898,4.379883,3.924805,3.8808589999999996,4.355469
3.839844,3.972656,3.850586,3.779297,3.8398440000000003,4.347656,4.353516,4.204102,4.044922,4.318359,3.7714839999999996,4.387695,4.18457,3.729492,4.335938,4.369141,3.7597660000000004
4.338867,4.34668,4.320312,4.277344,4.338867,3.7890620000000004,3.774414,4.175781,4.37207,3.920898,4.360352,3.678711,4.129883,4.243164,3.8710940000000003,3.732422,4.296875
3.792969,3.803711,3.8632809999999997,3.9609379999999996,3.8320309999999997,4.283203,4.299805,4.077148,3.700195,4.338867,3.727539,4.169922,4.253906,4.017578,4.329102,4.250977,3.908203
4.341797,4.328125,4.37793,4.361328,4.370117,4.015625,3.973633,4.335938,4.245117,3.84668,4.291992,4.216797,4.063477,4.375,3.924805,4.081055,4.411133
3.833008,3.84375,3.7285160000000004,3.768555,3.7539059999999997,4.318359,4.342773,3.7402339999999996,4.010742,4.323242,3.892578,4.069336,4.307617,3.6992190000000003,4.318359,4.237305,3.610352
4.37207,4.356445,4.287109,4.296875,4.276367,3.881836,3.793945,4.313477,4.405273,3.939453,4.401367,4.318359,3.895508,4.243164,3.9179690000000003,4.083008,4.051758
3.732422,3.770508,3.963867,3.9257809999999997,3.97168,4.330078,4.3125,3.836914,3.573242,4.322266,3.638672,3.8554690000000003,4.405273,4.029297,4.359375,4.270508,4.356445
4.290039,4.311523,4.351562,4.358398,4.348633,3.860352,3.9023440000000003,4.40918,4.008789,3.8789059999999997,4.137695,4.389648,3.638672,4.391602,3.764648,4.001953,3.7597660000000004
3.941406,3.911133,3.772461,3.821289,3.760742,4.357422,4.357422,3.555664,4.337891,4.399414,4.208984,3.6328120000000004,4.072266,3.5859379999999996,4.253906,4.288086,4.294922
4.306641,4.304688,4.292969,4.276367,4.308594,3.7558589999999996,3.799805,3.936523,3.8007809999999997,3.654297,4.083984,4.083008,4.295898,4.013672,4.009766,3.918945,3.924805
3.975586,3.954102,3.989258,4.016602,3.926758,4.305664,4.330078,4.405273,4.331055,4.149414,4.303711,4.311523,3.963867,4.40918,4.392578,4.411133,4.414062
4.339844,4.3125,4.295898,4.290039,4.27832,3.928711,3.875977,3.629883,3.84375,4.209961,3.924805,3.8652339999999996,4.347656,3.553711,3.6445309999999997,3.6035160000000004,3.569336
3.900391,3.924805,3.891602,3.969727,3.932617,4.405273,4.358398,4.076172,4.366211,4.128906,4.367188,4.354492,3.807617,3.9414059999999997,4.114258,4.048828,3.9785160000000004
4.321289,4.34375,4.428711,4.295898,4.445312,3.610352,3.786133,4.37793,3.8164059999999997,4.262695,3.749023,3.8164059999999997,4.354492,4.451172,4.325195,4.413086,4.4375
3.813477,3.759766,3.489258,3.9023440000000003,3.4589839999999996,4.045898,4.270508,3.68457,4.276367,3.944336,4.208008,4.228516,3.7246089999999996,3.407227,3.727539,3.5,3.4140620000000004
4.291016,4.272461,3.7714839999999996,4.359375,3.733398,4.353516,4.070312,4.210938,4.079102,4.40625,4.165039,3.987305,4.214844,3.491211,4.164062,3.709961,3.5214839999999996
3.956055,3.989258,4.202148,3.7773440000000003,4.199219,3.7695309999999997,4.255859,4.073242,4.21875,3.59668,4.085938,4.361328,4.134766,3.7929690000000003,4.141602,4.223633,3.862305
4.385742,4.385742,4.1875,4.316406,4.182617,4.349609,4.040039,4.345703,4.134766,4.081055,4.370117,3.791992,4.204102,4.333008,4.253906,4.125,4.402344
3.711914,3.716797,4.0625,3.870117,4.069336,3.765625,4.239258,3.776367,4.176758,4.25293,3.654297,4.305664,4.097656,3.833008,3.966797,4.255859,3.6347660000000004
4.254883,4.265625,4.350586,4.412109,4.335938,4.319336,4.114258,4.338867,4.223633,4.015625,4.138672,3.954102,4.336914,4.391602,4.416992,4.02832,4.141602
3.976562,3.944336,3.750977,3.606445,3.782227,3.8066410000000004,4.146484,3.763672,3.989258,4.322266,4.166992,4.296875,3.7695309999999997,3.598633,3.544922,4.334961,4.192383
4.408203,4.400391,4.246094,4.101562,4.279297,4.367188,4.263672,4.353516,4.404297,3.868164,4.231445,3.905273,4.330078,4.012695,3.959961,3.795898,4.175781
3.62793,3.625,4.027344,4.204102,3.9765620000000004,3.68457,3.901367,3.729492,3.594727,4.319336,4.011719,4.310547,3.857422,4.382812,4.359375,4.353516,4.178711
4.140625,4.12793,4.283203,4.147461,4.306641,4.166016,4.423828,4.248047,4.000977,3.811523,4.336914,3.908203,4.400391,3.686523,3.791992,3.751953,4.178711
4.168945,4.207031,3.9960940000000003,4.166992,3.967773,4.135742,3.549805,4.040039,4.402344,4.410156,3.850586,4.371094,3.640625,4.194336,4.323242,4.287109,4.139648
4.15918,4.121094,4.323242,4.201172,4.338867,4.230469,3.96582,4.323242,3.641602,3.5976559999999997,4.380859,3.801758,4.129883,4.142578,3.8964839999999996,3.936523,4.257812
4.135742,4.192383,3.923828,4.052734,3.893555,4.081055,4.383789,3.926758,4.135742,4.026367,3.705078,4.341797,4.223633,4.21582,4.362305,4.374023,3.983398
4.248047,4.204102,4.339844,4.390625,4.334961,4.30957,3.7382809999999997,4.405273,4.231445,4.366211,4.291016,3.854492,4.094727,4.070312,3.7929690000000003,3.7402339999999996,4.353516
3.953125,4.040039,3.868164,3.614258,3.8789059999999997,3.875,4.219727,3.624023,3.9941410000000004,3.709961,3.861328,4.357422,4.289062,4.294922,4.303711,4.234375,3.774414
4.411133,4.426758,4.34082,4.119141,4.31543,4.424805,4.135742,4.130859,4.393555,4.264648,4.394531,3.805664,3.928711,3.895508,3.9316410000000004,4.05957,4.310547
3.566406,3.521484,3.866211,4.15332,3.8964839999999996,3.5117190000000003,4.15625,4.208984,3.6523440000000003,3.913086,3.5507809999999997,4.333008,4.375977,4.379883,4.350586,4.336914,3.897461
3.984375,3.918945,4.262695,4.214844,4.265625,3.8085940000000003,4.15625,4.119141,4.109375,4.356445,3.905273,3.776367,3.7285160000000004,3.7128910000000004,3.7753910000000004,3.834961,4.3125
4.383789,4.390625,4.070312,4.095703,4.0625,4.405273,4.262695,4.318359,4.31543,3.8066410000000004,4.360352,4.375,4.288086,4.270508,4.316406,4.326172,3.9277339999999996
3.697266,3.654297,4.211914,4.24707,4.208008,3.584961,3.90918,3.8183589999999996,3.817383,4.275391,3.71875,3.6484379999999996,3.90625,3.9257809999999997,3.84375,3.870117,4.364258
4.211914,4.167969,4.166992,4.06543,4.152344,4.022461,4.420898,4.397461,4.37207,3.977539,4.207031,4.168945,4.392578,4.438477,4.426758,4.360352,3.797852
4.066406,4.119141,4.099609,4.262695,4.130859,4.360352,3.571289,3.586914,3.7285160000000004,4.365234,4.125977,4.1875,3.649414,3.469727,3.508789,3.7617190000000003,4.231445
4.276367,4.22168,4.245117,4.004883,4.211914,3.758789,3.977539,4.013672,4.245117,3.772461,4.21875,4.162109,4.12793,3.74707,3.8046879999999996,4.275391,4.104492
4.021484,4.117188,4.077148,4.374023,4.123047,4.308594,4.402344,4.383789,4.077148,4.307617,4.133789,4.185547,4.280273,4.266602,4.3125,3.963867,4.287109
4.27832,4.214844,4.253906,3.720703,4.223633,3.8847660000000004,3.600586,3.672852,4.253906,3.918945,4.206055,4.130859,3.9277339999999996,3.961914,3.8789059999999997,4.354492,3.956055
4.021484,4.105469,4.080078,4.238281,4.112305,4.394531,4.068359,4.210938,4.078125,4.364258,4.166992,4.245117,4.405273,4.361328,4.408203,3.838867,4.369141
4.321289,4.288086,4.203125,4.047852,4.194336,3.65918,4.277344,4.105469,4.277344,3.798828,4.134766,4.0,3.5878910000000004,3.75293,3.59668,4.304688,3.71582
3.905273,3.959961,4.126953,4.34375,4.117188,4.125977,3.979492,4.272461,3.984375,4.316406,4.261719,4.353516,3.993164,4.311523,4.064453,3.948242,4.277344
4.391602,4.366211,4.243164,3.8554690000000003,4.253906,4.224609,4.408203,3.986328,4.397461,3.923828,4.008789,3.8085940000000003,4.384766,3.879883,4.353516,4.366211,4.0
3.716797,3.729492,3.9921879999999996,4.337891,3.9941410000000004,4.041992,3.59082,4.318359,3.6152339999999996,4.318359,4.382812,4.310547,3.65918,4.365234,3.7226559999999997,3.805664,4.31543
4.244141,4.25,4.30957,3.819336,4.30957,4.329102,4.039062,3.862305,4.044922,3.84082,3.657227,3.9472660000000004,4.15918,3.78418,4.246094,4.349609,3.889648
4.03418,4.056641,3.951172,4.337891,3.9433589999999996,3.8691410000000004,4.355469,4.396484,4.339844,4.396484,4.18457,4.368164,4.205078,4.339844,4.027344,3.807617,4.316406
4.304688,4.293945,4.342773,3.810547,4.347656,4.368164,3.790039,3.6210940000000003,3.767578,3.673828,4.108398,3.766602,4.082031,3.814453,4.34375,4.296875,3.90918
3.884766,3.897461,3.866211,4.286133,3.84375,3.75293,4.333008,4.103516,4.268555,4.129883,4.237305,4.255859,4.265625,4.303711,3.821289,3.9023440000000003,4.365234
4.374023,4.365234,4.342773,4.007812,4.347656,4.277344,3.8671879999999996,4.286133,4.053711,4.277344,4.05957,4.035156,3.989258,3.942383,4.355469,4.381836,3.7773440000000003
3.744141,3.765625,3.814453,4.329102,3.825195,3.9746089999999996,4.355469,3.966797,4.231445,3.90625,4.286133,4.299805,4.384766,4.337891,3.77832,3.6660160000000004,4.261719
4.30957,4.336914,4.262695,3.893555,4.292969,4.350586,3.7773440000000003,4.335938,4.137695,4.391602,3.975586,3.922852,3.689453,3.8632809999999997,4.3125,4.166992,3.9804690000000003
3.884766,3.803711,4.032227,4.329102,3.998047,3.834961,4.277344,3.854492,4.166992,3.68457,4.338867,4.354492,4.222656,4.353516,3.926758,4.170898,4.396484
4.414062,4.371094,4.290039,3.907227,4.320312,4.338867,4.008789,4.400391,4.232422,4.196289,3.8359379999999996,3.793945,4.064453,3.828125,4.366211,4.165039,3.6992190000000003
3.616211,3.737305,3.9453120000000004,4.334961,3.8847660000000004,3.858398,4.333984,3.639648,3.983398,4.143555,4.303711,4.356445,4.299805,4.333984,3.751953,4.234375,4.207031
4.113281,4.267578,4.30957,3.87207,4.306641,4.314453,3.813477,4.09375,4.389648,4.194336,3.90625,3.796875,3.905273,3.8359379999999996,4.298828,4.070312,4.135742
4.230469,3.985352,3.96875,4.348633,3.991211,3.946289,4.378906,4.268555,3.7148440000000003,4.165039,4.398438,4.370117,4.405273,4.376953,3.9160160000000004,4.3125,4.226562
4.086914,4.293945,4.267578,3.830078,4.254883,4.322266,3.6640620000000004,3.9257809999999997,4.250977,4.157227,3.6484379999999996,3.743164,3.624023,3.716797,4.360352,3.842773,4.066406
4.239258,3.970703,4.023438,4.338867,4.0625,3.888672,4.191406,4.384766,4.054688,4.241211,4.134766,4.263672,4.071289,4.241211,3.7753910000000004,4.423828,4.296875
4.106445,4.379883,4.272461,3.887695,4.267578,4.386719,4.172852,3.6933589999999996,4.31543,4.033203,4.24707,4.042969,4.326172,4.029297,4.364258,3.580078,3.918945
4.193359,3.737305,3.989258,4.310547,3.993164,3.663086,4.158203,4.193359,3.892578,4.3125,4.027344,4.295898,3.84082,4.34082,3.731445,4.041992,4.337891
4.154297,4.306641,4.316406,3.946289,4.313477,4.152344,4.208008,4.128906,4.339844,3.9023440000000003,4.349609,3.9335940000000003,4.40918,3.826172,4.295898,4.341797,3.904297
4.149414,3.912109,3.911133,4.349609,3.901367,4.249023,4.125,4.245117,3.828125,4.339844,3.830078,4.345703,3.5996089999999996,4.336914,3.859375,3.8378910000000004,4.316406
4.257812,4.388672,4.342773,3.859375,4.322266,4.023438,4.241211,4.042969,4.374023,3.838867,4.347656,3.780273,4.037109,3.850586,4.396484,4.334961,3.9316410000000004
3.961914,3.69043,3.836914,4.290039,3.8945309999999997,4.291016,4.009766,4.301758,3.702148,4.34082,3.8476559999999997,4.334961,4.319336,4.345703,3.651367,3.8203120000000004,4.337891
4.348633,4.229492,4.307617,3.959961,4.3125,3.923828,4.333008,3.8945309999999997,4.230469,3.834961,4.319336,3.84082,3.8671879999999996,3.7851559999999997,4.12207,4.30957,3.842773
3.84375,4.03418,3.956055,4.353516,3.969727,4.380859,3.8671879999999996,4.383789,4.094727,4.333008,3.866211,4.378906,4.402344,4.319336,4.263672,3.920898,4.331055
4.364258,4.310547,4.28418,3.799805,4.276367,3.732422,4.299805,3.701172,4.256836,3.862305,4.317383,3.65625,3.637695,3.845703,3.9785160000000004,4.342773,3.836914
3.810547,3.881836,3.9882809999999997,4.298828,3.985352,4.222656,3.883789,4.208984,4.047852,4.359375,3.875977,4.130859,4.141602,4.362305,4.370117,3.8359379999999996,4.323242
4.373047,4.397461,4.31543,3.987305,4.332031,4.143555,4.399414,4.139648,4.304688,3.799805,4.376953,4.241211,4.216797,3.7558589999999996,3.745117,4.357422,3.883789
3.730469,3.640625,3.897461,4.300781,3.87793,4.177734,3.629883,4.181641,3.8945309999999997,4.279297,3.709961,4.037109,4.067383,4.254883,4.270508,3.743164,4.31543
4.304688,4.179688,4.330078,3.985352,4.364258,4.180664,4.09375,4.185547,4.395508,4.000977,4.264648,4.386719,4.322266,4.087891,4.011719,4.290039,3.897461
3.891602,4.112305,3.8808589999999996,4.308594,3.763672,4.142578,4.27832,4.149414,3.69043,4.332031,4.047852,3.6328120000000004,3.838867,4.255859,4.322266,3.924805,4.360352
4.357422,4.294922,4.345703,3.921875,4.28418,4.233398,4.007812,4.201172,4.18457,3.8789059999999997,4.321289,4.142578,4.358398,4.036133,3.888672,4.37207,3.790039
3.821289,3.948242,3.84375,4.356445,3.973633,4.054688,4.337891,4.161133,4.206055,4.351562,3.875977,4.140625,3.797852,4.339844,4.374023,3.733398,4.260742
4.331055,4.388672,4.320312,3.8183589999999996,4.350586,4.37207,3.87207,4.195312,4.085938,3.826172,4.398438,4.260742,4.318359,3.841797,3.750977,4.279297,4.061523
3.820312,3.678711,3.87793,4.292969,3.8320309999999997,3.700195,4.322266,4.166992,4.280273,4.30957,3.620117,3.9433589999999996,3.826172,4.353516,4.261719,3.961914,4.245117
4.321289,4.204102,4.379883,3.9746089999999996,4.34375,4.21875,3.885742,4.157227,3.966797,3.901367,4.067383,4.435547,4.333008,3.779297,4.02832,4.37793,4.09082
3.914062,4.112305,3.734375,4.389648,3.805664,4.070312,4.354492,4.259766,4.44043,4.414062,4.328125,3.483398,3.8066410000000004,4.259766,4.342773,3.702148,4.235352
4.293945,4.201172,4.217773,3.670898,4.265625,4.245117,3.77832,3.938477,3.466797,3.581055,3.831055,3.797852,4.302734,3.9746089999999996,3.77832,4.181641,4.052734
3.927734,4.099609,4.094727,4.136719,4.03125,4.084961,4.299805,4.387695,3.709961,3.950195,4.34375,4.324219,3.90625,4.414062,4.288086,4.154297,4.304688
4.376953,4.282227,4.264648,4.242188,4.313477,4.305664,3.9609379999999996,3.6503910000000004,4.289062,4.415039,3.84082,3.8945309999999997,4.374023,3.6054690000000003,3.982422,4.209961,3.9335940000000003
3.75293,3.942383,4.0,4.009766,3.915039,3.90332,4.327148,4.09375,3.890625,3.584961,4.34668,4.325195,3.758789,4.045898,4.318359,4.054688,4.385742
4.301758,4.388672,4.357422,4.381836,4.380859,4.392578,3.924805,4.339844,4.40918,4.024414,3.817383,3.944336,4.241211,4.369141,3.9023440000000003,4.338867,3.717773
3.859375,3.658203,3.7421879999999996,3.670898,3.701172,3.65918,4.31543,3.749023,3.567383,4.295898,4.293945,4.295898,4.061523,3.689453,4.306641,3.790039,4.206055
4.319336,4.145508,4.260742,4.155273,4.260742,4.147461,3.9277339999999996,4.286133,3.975586,3.9453120000000004,3.9921879999999996,3.9804690000000003,4.31543,4.222656,3.916992,4.299805,4.166016
3.921875,4.242188,4.060547,4.24707,4.009766,4.275391,4.34668,3.9804690000000003,4.408203,4.410156,4.418945,4.369141,3.897461,4.118164,4.399414,3.961914,4.194336
4.300781,4.021484,4.308594,3.979492,4.313477,3.944336,3.8359379999999996,4.345703,3.600586,3.5898440000000003,3.5585940000000003,3.7734379999999996,4.335938,4.262695,3.665039,4.37793,4.123047
3.918945,4.266602,3.905273,4.330078,3.8945309999999997,4.388672,4.356445,3.826172,4.017578,3.979492,3.938477,4.28418,3.8496089999999996,3.9179690000000003,4.097656,3.701172,4.189453
4.390625,4.024414,4.356445,3.904297,4.354492,3.649414,3.75293,4.344727,4.386719,4.415039,4.363281,3.993164,4.40332,4.426758,4.348633,4.270508,4.208984
3.629883,4.192383,3.71875,4.266602,3.741211,4.138672,4.256836,3.739258,3.620117,3.5566410000000004,3.7089839999999996,4.313477,3.598633,3.500977,3.649414,3.930664,3.9960940000000003
4.121094,4.115234,4.222656,4.017578,4.238281,4.210938,4.004883,4.225586,4.082031,3.936523,4.224609,3.8867190000000003,4.029297,3.827148,4.108398,4.379883,4.435547
4.298828,4.267578,4.105469,4.379883,4.09375,4.155273,4.410156,4.142578,4.322266,4.354492,4.067383,4.37793,4.354492,4.321289,4.270508,3.71582,3.5527339999999996
3.904297,3.969727,4.174805,3.717773,4.15918,4.12207,3.573242,4.148438,3.8066410000000004,3.751953,4.233398,3.743164,3.733398,3.889648,3.9414059999999997,4.208008,3.955078
4.374023,4.398438,4.253906,4.268555,4.271484,4.28418,4.068359,4.287109,4.410156,4.303711,4.106445,4.305664,4.3125,4.384766,4.438477,4.163086,4.40918
3.705078,3.664062,3.904297,3.985352,3.875977,3.901367,4.276367,3.876953,3.512695,3.833008,4.191406,3.844727,3.842773,3.6621089999999996,3.4277339999999996,4.121094,3.5878910000000004
4.254883,4.227539,4.389648,4.402344,4.379883,4.400391,4.016602,4.408203,3.858398,4.375977,4.211914,4.441406,4.396484,4.173828,3.6191410000000004,4.318359,4.041016
3.941406,3.962891,3.643555,3.607422,3.676758,3.5820309999999997,4.249023,3.6191410000000004,4.295898,3.689453,4.029297,3.420898,3.612305,4.092773,4.017578,3.805664,4.249023
4.351562,4.368164,4.144531,4.051758,4.201172,3.9960940000000003,4.032227,4.103516,3.9492190000000003,4.222656,4.347656,3.561523,4.032227,4.283203,4.362305,4.300781,4.0625
3.821289,3.796875,4.157227,4.335938,4.087891,4.296875,4.334961,4.302734,4.335938,4.018555,3.795898,3.948242,4.34082,3.9570309999999997,3.788086,3.897461,4.292969
4.313477,4.322266,4.238281,3.825195,4.334961,3.9121089999999996,3.796875,3.873047,3.875,4.382812,4.339844,4.417969,3.862305,4.418945,4.319336,4.410156,3.956055
3.897461,3.897461,3.96875,4.339844,3.84668,4.362305,4.378906,4.370117,4.333984,3.678711,3.7851559999999997,3.551758,4.345703,3.5214839999999996,3.860352,3.5214839999999996,4.336914
4.326172,4.342773,4.296875,3.782227,4.292969,3.776367,3.649414,3.676758,3.833008,4.172852,4.325195,3.90918,3.807617,3.860352,4.357422,3.8671879999999996,3.881836
3.886719,3.837891,4.017578,4.314453,4.015625,4.297852,4.141602,4.178711,4.351562,4.150391,3.8476559999999997,4.43457,4.368164,4.389648,3.819336,4.413086,4.380859
4.369141,4.367188,4.232422,3.946289,4.223633,3.928711,4.213867,4.135742,3.811523,4.211914,4.336914,3.5117190000000003,3.736328,3.6464839999999996,4.294922,3.545898,3.6914059999999997
3.796875,3.796875,4.015625,4.385742,4.036133,4.353516,4.117188,4.22168,4.365234,4.071289,3.817383,3.7871089999999996,4.275391,4.073242,3.954102,3.924805,4.160156
4.349609,4.330078,4.376953,3.770508,4.34375,3.803711,4.267578,4.085938,3.780273,4.334961,4.342773,4.348633,4.040039,4.375977,4.418945,4.423828,4.225586
3.794922,3.837891,3.692383,4.277344,3.745117,4.310547,4.00293,4.266602,4.296875,3.770508,3.807617,3.75,4.262695,3.6152339999999996,3.551758,3.481445,3.995117
4.296875,4.341797,4.180664,4.00293,4.259766,3.908203,4.361328,3.9726559999999997,3.8984379999999996,4.295898,4.375977,4.231445,4.026367,4.037109,3.924805,3.7851559999999997,4.350586
3.957031,3.835938,4.155273,4.336914,4.043945,4.332031,3.7597660000000004,4.386719,4.412109,3.921875,3.6875,4.085938,4.350586,4.360352,4.402344,4.310547,3.801758
4.319336,4.335938,4.140625,3.8183589999999996,4.286133,3.875,4.276367,3.6621089999999996,3.573242,4.347656,4.242188,4.294922,3.823242,3.713867,3.623047,3.891602,4.313477
3.883789,3.830078,4.186523,4.292969,3.985352,4.341797,3.970703,4.097656,3.938477,3.7851559999999997,3.9921879999999996,3.979492,4.323242,4.250977,4.058594,4.351562,3.887695
4.424805,4.408203,4.205078,4.012695,4.359375,3.888672,4.370117,4.326172,4.448242,4.344727,4.417969,4.360352,3.9277339999999996,4.075195,4.378906,3.8183589999999996,4.410156
